MET (s),Altitude (m),Apoapsis (m),Periapsis (m),Velocity (m/s),G-Force (g),Thrust (N),Mass (kg),Liquid Fuel,Oxidizer,Situation
312.6491991957664,150048.39069202775,150233.00706737058,-469001.987000974,965.4589939061543,4.170838356018066,719999.9375,17562.8984375,465.74090576171875,569.23876953125,sub_orbital
313.64919919560634,150086.3290025586,150234.1966015629,-457949.65265890793,1006.4228712657786,4.222640037536621,719999.9375,17346.958984375,446.30633544921875,545.4853515625,sub_orbital
314.66919919544307,150120.20029510953,150235.57002723555,-445824.47911352303,1048.7923178723686,4.276821136474609,719999.9375,17126.69921875,426.4830322265625,521.2568969726562,sub_orbital
315.669199195283,150148.8848979564,150237.01328751387,-433025.85365470697,1090.9118703233194,4.331303119659424,719999.9375,16910.759765625,407.0484619140625,497.5035095214844,sub_orbital
316.6891991951197,150173.75508705399,150238.52542913612,-418953.4870729475,1134.4740283577744,4.388327121734619,719999.9375,16690.5,387.22515869140625,473.2750549316406,sub_orbital
317.70919919495645,150194.43229114858,150240.01995691925,-403751.98305285425,1178.6514568911628,4.446871280670166,719999.9375,16470.2421875,367.4018859863281,449.0466003417969,sub_orbital
318.7091991947964,150210.8767184834,150241.41306960105,-387640.3710561775,1222.5700205353558,4.505803108215332,719999.9375,16254.3017578125,347.96728515625,425.293212890625,sub_orbital
319.7091991946363,150223.78273947828,150242.6815116126,-370206.4581100935,1267.1009700181835,4.566318511962891,719999.9375,16038.3623046875,328.53271484375,401.5398254394531,sub_orbital
320.70919919447624,150233.4119378958,150243.77314391406,-351306.3654387228,1312.256342727443,4.628481864929199,719999.9375,15822.421875,309.0981140136719,377.78643798828125,sub_orbital
321.72919919431297,150240.14256253862,150244.65158164361,-330345.54056632676,1358.9716852187385,4.693656921386719,719999.9375,15602.1640625,289.27484130859375,353.5579833984375,sub_orbital
322.7291991941529,150244.00338744873,150245.23099918698,-307949.9574712696,1405.429374905285,4.759359836578369,719999.9375,15386.2236328125,269.8402404785156,329.8045959472656,sub_orbital
323.7491991939896,150245.46402872144,150245.4826832119,-282988.67562516866,1453.5035183207685,4.8282976150512695,719999.9375,15165.96484375,250.0169677734375,305.5761413574219,sub_orbital
324.74919919382955,150244.78909918433,150245.3475749957,-256171.37678176974,1501.3253183536553,4.897851943969727,719999.9375,14950.025390625,230.58238220214844,281.82275390625,sub_orbital
325.7491991936695,150242.3622088303,150244.78746289364,-226716.67333029496,1549.8479166839643,4.969438076019287,719999.9375,14734.0859375,211.1477813720703,258.0693664550781,sub_orbital
326.7491991935094,150238.44283754996,150243.73308529542,-193568.6939145103,1600.081902297476,5.044643878936768,719999.9375,14513.8271484375,191.3245086669922,233.84091186523438,sub_orbital
327.76919919334614,150233.55540792516,150242.18830575864,-157571.5626508915,1650.0770526008325,5.120619297027588,719999.9375,14297.88671875,171.88990783691406,210.08750915527344,sub_orbital
328.78919919318287,150227.9031590314,150240.06600049464,-116717.88110630587,1701.8546035018564,5.200507164001465,719999.9375,14077.6279296875,152.06663513183594,185.8590545654297,sub_orbital
329.8091991930196,150221.99929707777,150237.39888925257,-70984.05115116481,1754.4453175972476,5.282928466796875,719999.9375,13857.369140625,132.24334716796875,161.63059997558594,sub_orbital
330.8091991928595,150216.39620456728,150234.35367553867,-20565.12319688569,1806.8177421410107,5.36630916595459,719999.9375,13641.4296875,112.80876159667969,137.87721252441406,sub_orbital
331.82919919269625,150211.32855707943,150231.29232878552,37635.61334651534,1861.0921079348389,5.4541120529174805,719999.9375,13421.1708984375,92.98548126220703,113.64875793457031,sub_orbital
332.849199192533,150207.400172801,150232.25667055382,104060.60257256043,1916.2564691355074,5.544836521148682,719999.9375,13200.912109375,73.16220092773438,89.42030334472656,orbiting
333.8491991923729,150204.8296344349,150262.90188760136,138908.18675329757,1942.740302233736,0.5390610098838806,53081.328125,13096.455078125,63.761016845703125,77.92996978759766,orbiting
334.84919919221284,150202.52135828778,150290.1490684253,143186.09845003684,1945.9081113619973,0.27484628558158875,31929.59765625,13084.0380859375,62.64352035522461,76.56414031982422,orbiting
335.86919919204956,150200.2322661043,150333.52819602424,145789.66373377712,1947.847237984154,0.1639644205570221,19020.93359375,13076.453125,61.96090316772461,75.72982788085938,orbiting
336.8691991918895,150198.0297535282,150394.31589565496,147288.25122148637,1948.9883377688147,0.09887481480836868,11450.1689453125,13072.001953125,61.56031036376953,75.2402114868164,orbiting
337.8891991917262,150195.81033921253,150471.90187763807,148165.97817713302,1949.6887146977688,0.059085145592689514,6824.5927734375,13069.2822265625,61.31545639038086,74.94094848632812,orbiting
338.88919919156615,150193.65115421056,150551.93798729184,148647.5518965806,1950.1026562700054,0.035724490880966187,4109.76318359375,13067.6845703125,61.17169952392578,74.76524353027344,orbiting
339.9091991914029,150191.45917518507,150623.80806558067,148919.32758914784,1950.35852863061,0.021441970020532608,2450.23974609375,13066.7080078125,61.08380126953125,74.6578140258789,orbiting
340.9291991912396,150189.2733351268,150678.51266452018,149069.6007382403,1950.5138798277778,0.012927310541272163,1461.00390625,13066.1259765625,61.031394958496094,74.59376525878906,orbiting
341.92919919107953,150187.1335860116,150715.69570905447,149152.83379198553,1950.6078429980073,0.007927278988063335,880.1365966796875,13065.783203125,61.000614166259766,74.55614471435547,orbiting
342.94919919091626,150184.9521061487,150728.281132831,149178.19694591267,1950.642250605464,0.0003515849239192903,0.0,13065.67578125,60.99091339111328,74.5442886352539,orbiting
343.9491991907562,150182.8117282259,150728.28114503692,149178.1969518254,1950.6490663405912,0.00035159345134161413,0.0,13065.67578125,60.99091339111328,74.5442886352539,orbiting
344.9691991905929,150180.62655736262,150728.2811380243,149178.19695497176,1950.6560247117684,0.0003515942662488669,0.0,13065.67578125,60.99091339111328,74.5442886352539,orbiting
